Name,Lyrics
ยื้อเพื่อ,"เธอคงไม่คิดหรอก ที่เธอพูดมา
เธอคงไม่ได้นึกหรอก ที่ฉันเสียน้ำตา
คงไม่ได้ตั้งใจ ทำร้ายกัน
ไม่ได้ตั้งใจให้ผิดหวัง

อาจจะเป็นที่ฉันเองที่ไม่เข้าใจ
อาจจะเป็นที่ฉันเองที่คิดมากไป
เธอพูดอะไรก็มองเป็นแง่ลบ
คิดไปเองว่าเธอต้องการจบ
ความสัมพันธ์ ของเธอและฉัน
เธอบอกว่าฉันพารานอยด์
แต่เธอขอให้เราห่างกัน

ก็พูดมาเลยตรงตรง
ว่ารักของเธอหมด
ไม่จำเป็นจะต้องโกหก
ไม่จำเป็นจะต้องห่วงฉัน
ก็พูดมาเลยตรงตรง
จะยื้อทำไม
ถ้าสุดท้ายแล้วคิดจะไป
บอกมาเลยได้มั้ยว่าเลิกกัน

ฉันคงไม่ได้คิดเองเธอหลบหน้ากัน
ความอบอุ่นนั้นดูเย็นชาขึ้นทุกวัน
เธอดูเปลี่ยนไปเป็นคนละคนนะ
คนที่เคยรักคนนั้นไม่มีแล้ว
เมื่อก่อนไม่มีเวลา เธอยังมาหา
ตอนนี้เธอมีเวลา เธอกลับไม่เคยมาหากัน
จะให้ฉันคิดยังไง

ก็พูดมาเลยตรงตรง
ว่ารักของเธอหมด
ไม่จำเป็นจะต้องโกหก
ไม่จำเป็นจะต้องห่วงฉัน
ก็พูดมาเลยตรงตรง
จะยื้อทำไม
ถ้าสุดท้ายแล้วคิดจะไป
บอกมาเลยได้มั้ยว่าเลิกกัน

ทนอยู่แบบนี้ เพื่ออะไร
พูดความจริงนะ กล้าหน่อยได้มั้ย
ไม่จำเป็นต้องใช้คำหลอกลวง
เธอไม่ต้องมาแก้ตัว"
อยากรู้หัวใจตัวเอง,"ตอบคำถามตัวเองไม่ได้เลย ว่าต้องการสิ่งไหน
เป็นคำถามที่ไม่มีผู้ใด ตอบแทนฉันได้เลย

คนแบบไหนที่ฉันฝันไว้ในใจ
คนแบบไหนที่ฉันหวังให้เป็นจุดหมาย
ไม่อยากหลงทางอย่างนี้

ฉันไม่เคยจะรู้หัวใจ ตัวเอง
แล้วเมื่อไรจะตอบตัวเองได้สักที
ว่าคนๆ ไหนที่ต้องการ ใช่เธอคนนี้
หรือว่าอาจจะเป็นเขา
อยากรู้ว่าเธอคือใคร

อยากจะรักใครเป็นแค่สักคน เป็นเธอจะได้ไหม
อยากจะรักบางคนหมดหัวใจ จะใช่เธอหรือเปล่า

คนแบบไหนที่ฉันฝันไว้ในใจ
คนแบบไหนที่ฉันหวังให้เป็นจุดหมาย
ไม่อยากหลงทางอย่างนี้

ฉันไม่เคยจะรู้หัวใจตัวเอง
แล้วเมื่อไรจะตอบตัวเองได้สักที
ว่าคนๆ ไหนที่ต้องการ ใช่เธอคนนี้
หรืออาจจะเป็นเขา
อยากรู้ว่าเธอคือใคร
อยากได้รักใครสักคน
มัวหลงทางไปทำไม
ฉันควรทำอย่างไร

ฉันไม่เคยจะรู้หัวใจตัวเอง
แล้วเมื่อไรจะตอบตัวเองได้สักที
ว่าคนๆ ไหนที่ต้องการ ใช่เธอคนนี้
หรืออาจจะเป็นเขา
อยากรู้ว่าเธอคือใคร
อยากรู้หัวใจตัวเอง"
ทราบแล้วเปลี่ยน,"ยินดีจะต้อนรับท่านผู้โดยสาร
สู่ท่าอากาศยานหัวใจ
รัดเข็มขัดด้วยนะ เพื่อความปลอดภัย
ก่อนที่จะเดินทางไกลโปรดฟัง

มีเรื่องอึดอัดในใจ
โปรดทิ้งเอาไว้ก่อนลา
ส่วนตัวดิฉันมีสิ่งที่ค้างคา
ไม่อยากรอจะขออนุญาต

ประกาศได้ไหม ต้องการจะแจ้งให้ทราบ
ว่าตัวฉันไม่มีใคร อยู่คนเดียวก็เหงาใจ
รีบด่วนแค่อยากรบกวน
เพราะว่าฉันไม่สมควรจะเหงา

บอกคุณได้ไหม แม้คุณจะไม่อยากทราบ
ลองเปิดใจให้ฉันที ในเมื่อเราเหงาเหมือนกันอย่างนี้
คงจะดีกว่าไหม ความในใจที่พูดไป
ได้โปรดทราบแล้วไม่เปลี่ยนไป ได้หรือเปล่าแค่อยากบอกความในใจ
ให้รู้เอาไว้ก่อนลา
เก็บเอาความเหงา
มาฝากเมฆไว้บนฟ้า
แค่สบตาก็คงได้รับรู้

ประกาศได้ไหม ต้องการจะแจ้งให้ทราบ
ว่าตัวฉันไม่มีใคร อยู่คนเดียวก็เหงาใจ
รีบด่วนแค่อยากรบกวน
เพราะว่าฉันไม่สมควรจะเหงา

บอกคุณได้ไหม แม้คุณจะไม่อยากทราบ
ลองเปิดใจให้ฉันที ในเมื่อเราเหงาเหมือนกันอย่างนี้
คงจะดีกว่าไหม ความในใจที่พูดไป
ได้โปรดทราบแล้วไม่เปลี่ยนไปได้หรือเปล่า"
ลงใจ,"ปลอบใจตัวเองว่าฉันมาไกลเกินย้อนไป
เหนื่อยแทบไม่ไหว และน้ำตายังไหลนอง
สิ่งที่ประคองกลับค่อยๆไกลจนลับไป
จนมีแค่ฉันคนเดียวเท่านั้นที่ยังคงกอดมันไว้

จะหลุดพ้นเมื่อไร ทำไมอยู่ตรงนี้
ถามตัวเองซ้ำๆ ไม่เข้าใจสักที

โอ้ย เจ็บไปทั้งหัวใจทำไมยังทน
เริ่มใหม่อีกกี่หนนะคนใจร้าย
ปวดไปทั้งหัวใจแทบเจียนตาย
ขาดเธอไม่ได้ เพราะฉันนั้นลงใจให้เธอ

สิ่งที่เธอทำกลับย้ำให้ฉันยิ่งเข้าใจ
เจ็บไปทำไม อยากหนีให้ไกลสักที
แต่เมื่อได้มองดวงดาวและเห็นว่ามันสวยดี
ใจมันกลับคิด จะดีกว่าไหมถ้ามีเธออยู่ตรงนี้

จะหลุดพ้นเมื่อไร ทำไมอยู่ตรงนี้
ถามตัวเองซ้ำๆ ไม่เข้าใจสักที

โอ้ย เจ็บไปทั้งหัวใจทำไมยังทน
เริ่มใหม่อีกกี่หนนะคนใจร้าย
ปวดไปทั้งหัวใจแทบเจียนตาย
ขาดเธอไม่ได้ เพราะฉันนั้นลงใจให้เธอ

แม้ว่าเธอจะทำให้ช้ำเท่าไหร่ ฉันยังมีใจ
แม้ว่าใคร ต่อให้ฉุดรั้งเท่าไหร่ ฉันยังลงใจให้เธอ"
รู้กันแค่นี้,"ไม่รู้ว่าทำไมแต่ในใจสั่น
เริ่มจริงจังกับฝันที่ไม่ชัดเจน
ยอมแลกคำว่าเรากับทุกกฏเกณฑ์
เรื่องเขาจะไม่เค้นสักคำ

ถ่ายรูปไว้เท่าไหร่คงไม่มีใครได้เห็น
สิทธิ์เทียบเท่าแฟน แต่ไม่ได้เป็น

เรื่องที่เราน่ะรู้กันแค่นี้
รักเธอแต่มีเขาอยู่
แค่เฝ้าดูแต่พูดไม่ได้

ความสัมพันธ์แบบรู้กันแค่นี้
รักเธอทั้งที่มันสาย
และเราคงต้องทำใจ
เธอมีเขาอยู่ก็รู้ดี
น้อมรับแม้เศษใจที่มี
ฉันอยู่ได้ทุกที่ที่มีเธอ

รู้ว่าไม่ใช่แฟน อยู่เพื่อแทนเหงา
แค่เวลาที่เค้าไกลห่างเธอ
รู้ว่าไม่มีวันแต่ก็ยังเพ้อ
เป็นความรู้สึกที่พิเศษ

ที่อยากเจอเท่าไหร่คงต้องห่างและละเว้น
สิทธิ์เทียบเท่าแฟนแต่ไม่ได้เป็น

เรื่องที่เราน่ะรู้กันแค่นี้ (ที่รู้สึกดี)
รักเธอแต่มีเขาอยู่
แค่เฝ้าดูแต่พูดไม่ได้

ความสัมพันธ์แบบรู้กันแค่นี้ (รักได้เท่านี้)
รักเธอทั้งที่มันสาย
และเราคงต้องทำใจ (คงตัองรับไว้)
เธอมีเขาอยู่ก็รู้ดี
น้อมรับแม้เศษใจที่มี
ฉันอยู่ได้ทุกที่ที่มีเธอ

สบตาทุกครั้ง
ต้องบอกใจให้หยุดหวัง
เป็นแค่เบื้องหลังข้างในใจ

จะยินดีทุกครั้ง
คอยเติมเต็มสุขที่เธอฝัน
แม้ไม่มีฉันไม่เป็นไร

อาจไม่ได้ยืนเคียงข้างกัน
ไม่อาจครอบครองเธอเอาไว้
หมดทั้งใจที่มี ฉันอยู่ได้ทุกที่ที่มีเธอ"
วาดไว้,"ได้เจอครั้งสุดท้ายตอนที่ดูรูปถ่าย
และเมื่อหลับตาครั้งใดยังเห็นเธอ
กอดเธอในฝัน ฉันน้ำตาล้นเอ่อ
สุขเพียงได้เจอในจินตนาการ

แม้เพลงนี้เธอไม่ได้ฟัง
ทุกทุกคำที่เคยบอกไว้
งดงามแม้ยิ่งห้ามใจ
ฉันจำได้เสมอ

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยู่ให้ได้ถ้าเธอไม่อยู่
โปรดรับรู้เธอยังอยู่ในใจ

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยากขอโทษที่ทำไม่ได้
ที่วาดไว้ด้วยกัน
จากนี้ฉันต้องฝันคนเดียว

บรรจงวาดฝันให้งดงามเหมือนเก่า
สุขเกิดเพียงเราถ่วงทุกข์ให้จมดิ่ง
เพียงแค่ตื่นนั้นก็เลือนลางทุกสิ่ง
เพราะความเป็นจริงนั้นมีบางสิ่งที่จากไป

แม้เธอนั้นไม่หวนคืนกลับ
ใจซึมซับไปด้วยความหมาย
เหมือนว่ามีเธอข้างกาย ยังจำได้เสมอ

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยู่ให้ได้ถ้าเธอไม่อยู่
โปรดรับรู้เธอยังอยู่ในใจ

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยากขอโทษ ที่ทำไม่ได้
ที่วาดไว้ด้วยกัน

แต่ว่าเธอไม่ได้มาส่งถึงฝั่งฝันไกล
นานแค่ไหนยังคงวาดไว้ว่าเรามีกัน

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยู่ให้ได้ถ้าเธอไม่อยู่
โปรดรับรู้เธอยังอยู่ในใจ

ที่เธอเคยบอกฉัน อย่าร้องไห้
อยากขอโทษที่ทำไม่ได้
ที่วาดไว้ด้วยกัน
จากนี้ฉันต้องฝันคนเดียว"
เลี้ยงไข้,"อยู่ดีๆ ก็มีอาการ
เจ็บตรงอกข้างซ้ายและทรมาน
น้ำในตาก็ไหลออกมาอย่างนี้

ราวกับว่าจุดชีพจร
เต้นโดยไม่เคยสนหัวใจที่มี
อาการไม่ค่อยจะดี

คุณหมอคะ อันที่จริงแล้วน่ะ
ฉันไม่ได้มีไข้ ฉันแค่ไม่มีใคร
เพราะยังรออยู่ทั้งใจ

คนไข้ครับ ปวดตรงนี้ใช่ไหม
อันนี้เจ็บหน่อยนะ เค้าไม่ได้คิดอะไร

อยากจะมาก็มา อยากจะหายก็หาย
มาทำให้ขาดไม่ได้ ถ้าเลี้ยงไข้กันอย่างนี้
ก็ปวดใจไม่หายสักที

อยากจะมาก็มา อยากจะไปก็ไป
วินิจฉัยหน่อยได้ไหม เก็บไว้คงเป็นโรคร้ายในใจ
ป่วยก็อยากจะหายไวๆ แต่ไม่หายไปได้ไหมคุณ

อยู่ดีๆ ก็ป่วยลงใจ
ที่ไม่ว่าจะรักเขาไปเท่าไหร่
ก็เหมือนไม่พอและต้องมารออย่างนี้

วนกลับมาเมื่อเธอต้องการ
พอจะไปก็ทิ้งให้ทรมาน
แต่ฉันก็รออยู่ดี โอ้ยย

คุณหมอคะ
ครับ
อันที่จริงแล้วน่ะ
ฉันไม่ได้มีไข้ ฉันแค่ไม่มีใคร
เพราะยังรออยู่ทั้งใจ

คนไข้ครับ
คะ
อดทนได้ใช่ไหม
ช่วงนี้เจ็บหน่อยนะ เพราะยังไงเขาก็ไป

อยากจะมาก็มา อยากจะหายก็หาย
มาทำให้ขาดไม่ได้ ถ้าเลี้ยงไข้กันอย่างนี้
ก็ปวดใจไม่หายสักที (I’ve got a fever)

อยากจะมาก็มา อยากจะไปก็ไป
วินิจฉัยหน่อยได้ไหม เก็บไว้คงเป็นโรคร้ายในใจ
ป่วยก็อยากจะหายไวๆ แต่ไม่หายไปได้ไหมคุณ

ถ้ามันเจ็บเกินไป เกินจะรักษา
คงเจ็บน้อยกว่า ถ้าไม่ต้องตื่นขึ้นมา
ปล่อยเวลาให้ไหลช้าเหมือนน้ำตา

อยากจะมาก็มา อยากจะหายก็หาย
มาทำให้ขาดไม่ได้ ถ้าเลี้ยงไข้กันอย่างนี้
ก็ปวดใจไม่หายสักที (I’ve got a fever)

อยากจะมาก็มา อยากจะไปก็ไป
วินิจฉัยหน่อยได้ไหม เก็บไว้คงเป็นโรคร้ายในใจ
ป่วยก็อยากจะหายไวๆ แต่ไม่หายไปได้ไหมคุณ"
บานปลาย,"บอกตัวเองให้ห่าง
ไม่ควรยืนอยู่ข้างเธอ
ยิ่งใกล้ก็ยิ่งเผลอ
เธอโปรยความประทับใจ

บอกตัวเองให้หยุด
แต่คิดถึงที่สุด ต้องทำไง
เผลอมีใจ คิดเกินไกลแล้ว

คนบ้าอะไร อยากไกล
ยิ่งใกล้กันอย่างนี้
เธอเข้ามาทุกที

เพื่อนบ้าอะไร อยู่ใกล้
แล้วใจสั่นอย่างนี้
คงจะไม่ดี

ได้โปรดอย่ามองตา ขอเธอนั้นอย่ามาทัก
อย่าได้สนถ้าเธอนั้นไม่ได้รัก ให้ทำไง
เรื่องมันบานปลายและไปกันใหญ่ในใจของฉัน

ได้โปรดเถอะขอร้อง ถ้าเธอนั้นไม่ต้องการ
อย่ามาทำให้ใจต้องทรมาน เธอไม่รู้สักนิด
เหมือนเดินมาไกลแต่ไม่มีสิทธ์ คิดไปเกินกว่านั้น

คนบ้าอะไร อยากไกล
ยิ่งใกล้กันอย่างนี้
เธอเข้ามาทุกที

เพื่อนบ้าอะไร อยู่ใกล้
แล้วใจสั่นอย่างนี้
คงจะไม่ดี

ได้โปรดอย่ามองตา ขอเธอนั้นอย่ามาทัก
อย่าได้สนถ้าเธอนั้นไม่ได้รัก ให้ทำไง
เรื่องมันบานปลายและไปกันใหญ่ในใจของฉัน

ได้โปรดเถอะขอร้อง ถ้าเธอนั้นไม่ต้องการ
อย่ามาทำให้ใจต้องทรมาน เธอไม่รู้สักนิด
เหมือนเดินมาไกลแต่ไม่มีสิทธ์ คิดไปเกินกว่านั้น

รู้อยู่แค่ทำไมใจยังสั่น
ไหวหวั่นและต้องทนอยู่อย่างนี้
ที่เรายืนข้างกัน มันแค่ความสัมพันธ์แบบหวังดี
อยู่ข้างเธอตรงนี้ด้วยใจ

ได้โปรดเถอะขอร้อง ถ้าเธอนั้นไม่ต้องการ
อย่ามาทำให้ใจต้องทรมาน เธอไม่รู้สักนิด
เหมือนเดินมาไกลแต่ไม่มีสิทธ์ คิดไปเกินกว่านั้น"
กลับมาคบกันเถอะ,"เธอ เรามีเรื่องต้องคุยกัน
เรื่องที่ฉันว่าเธอก็รู้
เอาเป็นว่าฉันพูดก่อนแล้วกัน
ฉัน นั้นยังไม่ลืมเธอ
จำเรื่องของเธอได้เสมอ
ยังไม่มีใครแทนเธอได้เลย

วันนี้ แค่ฉันมองตาเธอก็รู้
ว่าหัวใจของเธอยังไม่เคยเปลี่ยนเลย
ถ้างั้น

คนที่เลิกกันไป จะกลับมาคบกันอีกได้ไหม
ฉันว่าถึงเวลา กลับมาคบกันเถอะ
เพราะตอนนั้นที่เลิกกันไป เรานั้นยังรักกันอยู่ใช่ไหม
ฉันว่าถึงเวลาแล้วหรือยัง กลับมาคบกันเถอะตอนนี้ เรานั้นเสียเวลาพอแล้ว
ทั้งที่หัวใจเราก็ไม่เคยเปลี่ยนเลย
ไม่ว่านานแค่ไหนก็เหมือนเดิมอยู่เลย

ถ้างั้น

คนที่เลิกกันไป จะกลับมาคบกันอีกได้ไหม
ฉันว่าถึงเวลา กลับมาคบกันเถอะ
เพราะตอนนั้นที่เลิกกันไป เรานั้นยังรักกันอยู่ใช่ไหม
ฉันว่าถึงเวลาแล้วหรือยัง กลับมาคบกันเถอะ"
กอดในใจ,"เปิดประตูต้อนรับความเหงา
ตั้งแต่เราไม่ได้เจอกัน
ความคิดถึงมันทรมาน
แต่ในไม่ช้า มันต้องผ่านไปภาพยังชัดเจน แม้ห่างไกล
แค่หลับตาก็เจอฉันได้แค่เธอคิดถึงฉัน กอดกันข้างในใจ
แค่นี้ก็คงพอ กับวันที่เรานั้นต้องไกล
ให้ความคิดถึงนั้น
ผูกใจของฉันไว้ ผูกไว้ใกล้ใจเธอ
อีกไม่นานก็คงได้เจอคิดถึงรอยยิ้มของเธอนะ Baby
เหมือนเธอเป็นพระอาทิตย์ส่วนตัวฉันเป็นดอก Daisy
ถึงเราจะห่างกันไกลแต่ฉันรับรู้ถึงความรู้สึกที่เธอมี
ความคิดถึงที่มีให้กันมันส่องมาถึงที่ตรงนี้"
ชอบตัวเองตอนอยู่กับเธอ,"ฉันชอบตัวเองตอนอยู่กับเธอ
ชอบที่ฉันเป็นตอนอยู่กับเธอ
เหมือนฉันได้กลายมาเป็นอีกคนที่ดีกว่าเดิม

ชอบตัวเองเวลาที่อยู่กับเธอ
และชอบตัวเธอตอนอยู่กับฉัน
ฉันชอบเวลาที่เรามีกัน

เป็นคนหนึ่งคนที่ไม่ได้ดีอะไร
เป็นคนที่ธรรมดาทั่วๆ ไป
บางทีก็ใจร้อน บางทีก็ใจร้าย
บางเรื่องก็ไม่เอาไหนซะเลย

วันๆ ก็ใช้ชีวิตมันเรื่อยไป
วันๆ ก็ทำอะไรเหมือนเคยๆ
ไม่มีหรอกจุดหมาย ไม่มีอะไรเลย
ไม่มีหรอกวันที่สวยงาม

จนวันนี้ ที่เธอได้เดินเข้ามา
เธอทำให้ฉันรู้ว่า
ฉันเป็นคนที่ดีได้มากแค่ไหน

ฉันชอบตัวเองตอนอยู่กับเธอ
ชอบที่ฉันเป็นตอนอยู่กับเธอ
เหมือนฉันได้กลายมาเป็นอีกคนที่ดีกว่าเดิม

ชอบตัวเองเวลาที่อยู่กับเธอ
และชอบตัวเธอตอนอยู่กับฉัน
ฉันชอบเวลาที่เรามีกัน
ชอบที่ฉันนั้นได้รักเธอ

เธอทำให้คนที่ไม่มีหัวใจ
ได้รู้ในเรื่องที่ไม่เคยเข้าใจ
คนที่เคยใจร้อน คนที่เคยใจร้าย
กลายเป็นอีกคนที่รักใครเป็น

เธอ เมื่อเธอได้เดินเข้ามา
เธอทำให้ฉันรู้ว่า
ฉันเป็นคนที่ดีได้มากแค่ไหน

ฉันชอบตัวเองตอนอยู่กับเธอ
ชอบที่ฉันเป็นตอนอยู่กับเธอ
เหมือนฉันได้กลายมาเป็นอีกคนที่ดีกว่าเดิม

ชอบตัวเองเวลาที่อยู่กับเธอ
และชอบตัวเธอตอนอยู่กับฉัน
ฉันชอบเวลาที่เรามีกัน
ชอบที่ฉันนั้นได้รักเธอ

ชอบตัวเองเวลาที่อยู่กับเธอ
และชอบตัวเธอตอนอยู่กับฉัน
ชอบเวลาที่เรามีกัน
ชอบที่ฉันนั้นได้รักเธอ"
แปลไม่ออก,"ทำไมคนอย่างฉันต้องเป็นห่วงเธอเสมอ
แค่ไม่เห็นเธอ เพียงสักวัน

ทำไมคนอย่างฉันต้องร้อนรนอย่างนั้น
แค่ได้เห็นเธอ อยู่กับใครที่ไม่ใช่ฉัน

ไม่เคยรู้ ไม่เคยถาม ไม่แน่ใจ คืออะไร
แต่ที่รู้ คือไม่อยาก จะต้องเสียเธอไป

ก็ได้แต่ถาม แต่หัวใจไม่เคยได้ตอบ
ว่าที่เรามีกันเมื่อก่อน คือฉันรักเธออยู่แล้วรึเปล่า
ไม่รู้ หัวใจยังแปลไม่ออก
แค่รู้เพียงว่าใจฉันอ่อน แทบไม่ไหว
เมื่อเป็นเรื่องเธอ มันหมายความว่าอย่างไร

ทำไมคนอย่างฉัน ต้องคิดถึงอย่างนั้น
ทำไมทุกคืน มีแต่เธอ ในใจฉัน"
กีดกัน,"ใครเล่าเลยจะรู้ว่าความรัก
แม้แรกเจอต่างคนไม่รู้จัก
แต่ปักใจเพียงครั้งเดียว ติดในใจชั่วกาล

ยามที่เราทั้งสองได้พานพบ
ลบเรื่องราวอดีตที่ร้าวราน
เธอคือความรักแท้ ที่ฉันหามาเนิ่นนาน

แต่ความรักดูเหมือนเลือนรางปลายทางไม่เป็นดังใจ
ถ้าจะให้เราพบกันไยต้องกีดกั้นเราให้ไกล

กีดกั้นด้วยแผ่นฟ้าแม้ไกลฉันยินดีจะฝ่าไป
กีดกั้นด้วยภูผาสูงชันลับตาฉันไม่หวั่นไหว
กีดกันด้วยเวลาฉันยินดีรอ
แต่กีดกั้นด้วยชะตาฉันคงต้องยอมพ่ายแพ้ใช่ไหม
ใช่ไหม

ในตอนจบสุดท้ายนิยายรัก
มักให้คนห่างไกลได้ย้อนกลับ
กลับมาเพื่อพบเจอ บอกรักเธออีกครั้ง

แต่ความจริงของฉันรักเราคงเป็นไปดังนั้นไม่ได้
พยายามแค่ไหนไม่มีทางใดที่เราจะใกล้กัน"
เก็บไว้ตลอดไป,"เก็บทุกช่วง อารมณ์ ที่มีเธอไว้
จะนานแสนนานเท่าไร
ไม่เคยลบเลือนหายไป
เก็บทุกช่วง เวลา ที่มีเราไว้
กด ไว้ในหัวใจ
เก็บไว้ทุกความทรงจำของเรา

ดูแล้วก็ยังยิ้ม เผลอหัวเราะเฉยๆ คนเดียวได้ซะอย่างงั้น
เวลาเธอรั้น เวลาเธอค้อน ตอนเธอยิ้มแววตาที่เธอเว้าวอน
นึกแล้วชื่นใจ ที่ยังได้เก็บวันเวลา เหล่านี้
จะวันนี้ จะวันไหน จะรักษาดูแลอย่างดี

เก็บทุกช่วง อารมณ์ ที่มีเธอไว้
จะนานแสนนานเท่าไร
ไม่เคยลบเลือนหายไป
เก็บทุกช่วง เวลา ที่มีเราไว้
กด ไว้ในหัวใจ
เก็บไว้ทุกความทรงจำของเรา

ท้องฟ้านั้นงดงาม
เหมือนใช้สีระบาย
โลกนี้ยังสดใส ใช้เวลาสักนิดเปิดใจ ไปมองก็จะพบ
แม้นึกถึงเมื่อไร ก็จำได้เหมือนไม่นาน
คิดแล้วดีต่อใจ วันที่เราร่วมเดินตากฝน

 เก็บทุกช่วง อารมณ์ ที่มีเธอไว้
จะนานแสนนานเท่าไร
ไม่เคยลบเลือนหายไป
เก็บทุกช่วง เวลา ที่มีเราไว้
กด ไว้ในหัวใจ
เก็บไว้ทุกความทรงจำของเรา

เพราะฉัน มีเธอ แม้วันธรรมดาก็มีความหมาย
จะวันนี้ จะวันไหน แค่มีเธอมันก็พิเศษแล้ว
และเราจะจดจำมันไว้ตลอดไป
สองเรา สองคน ไปทุกแห่งหน แดดลมฝน ถนนทอดยาวออกไป

 เก็บทุกช่วง อารมณ์ ที่มีเธอไว้
จะนานแสนนานเท่าไร
ไม่เคยลบเลือนหายไป
เก็บทุกช่วง เวลา ที่มีเราไว้
กด  ไว้ในหัวใจ
เก็บไว้ทุกความทรงจำของเรา

เธอคือทุกความรู้สึก อบอุ่นในใจ
เธอคือทุกช่วงเวลา ชีวิตมีเธอเป็นรางวัล
เธอคือทุกความรู้สึก อบอุ่นในใจ
เธอคือทุกช่วงเวลา ชีวิตมีเธอเป็นรางวัล"
ยิ้มทั้งน้ำตา,"เราไม่เข้ากันเลย
เธอก็รู้สึกหรือเปล่า
ไม่อยากต้องฝืน
ใจที่ขัดขืน
เพราะว่ามันไม่ใช่เรา

ปรับตัวไม่ช่วยเลย
ปรับกี่ครั้งก็เหมือนเก่า
มันคงถึงวันที่เราต้องฟัง
เพราะใจที่พังกำลังส่งเสียงดัง

ให้เราบอกลา
มันคงไม่เป็นไร
เพราะเรายังมีวันที่ผ่านมา
ให้เธอและฉันได้มองกลับไป
ถึงผ่านมาแล้ว
ไม่มีวันผ่านไปอยู่ในนี้
เสียงที่เธอบอกรักกันมันยังดังข้างในใจ

ยังมีวันวานให้เราได้คิดถึงตลอด
แม้เรื่องเราจบไป
แค่ได้คิดถึงมันก็พอ
และจะไม่มีวันลืม
รอยยิ้มที่สวยที่สุด
กอดนั้นช่างแสนอบอุ่น
ทุก ๆ ช่วงเวลายังคงยิ้มทั้งน้ำตา

อยากจะรักษาใจ
ไม่อยากให้โทษกันอีก
แต่ความเป็นตัวฉัน
และของเธอนั้น
ยิ่งทำเราพังทุกที
สิ่งแย่ ๆ ทิ้งไป
เก็บไว้แค่สิ่งที่ดี
มันคงถึงวัน
ที่เราต้องฟัง
เพราะใจที่พังกำลังส่งเสียงดัง

ให้เราบอกลา
มันคงไม่เป็นไร
เพราะเรายังมีวันที่ผ่านมา
ให้เธอและฉันได้มองกลับไป
ถึงผ่านมาแล้ว
ไม่มีวันผ่านไปอยู่ในนี้
เสียงที่เธอบอกรักกันมันยังดังข้างในใจ

ยังมีวันวานให้เราได้คิดถึงตลอด
แม้เรื่องเราจบไป
แค่ได้คิดถึงมันก็พอ
และจะไม่มีวันลืม
รอยยิ้มที่สวยที่สุด
กอดนั้นช่างแสนอบอุ่น
ทุก ๆ ช่วงเวลายังคงยิ้มทั้งน้ำตา

ยังมีวันวานให้เราได้คิดถึงตลอด
แม้เรื่องเราจบไป
แค่ได้คิดถึงมันก็พอ
และจะไม่มีวันลืม
รอยยิ้มที่สวยที่สุด
กอดนั้นช่างแสนอบอุ่น
ทุก ๆ ช่วงเวลายิ้มทั้งน้ำตา

ไม่มีพรุ่งนี้ให้เธอและฉันได้ไปต่อ
ไม่มีอีกต่อไปภาพอนาคตของเราทั้งสอง
ภาพที่เราจับมือกัน
และสัญญาว่าจะไม่ปล่อย
แอบฝันถึงภาพนั้นบ่อย ๆ
ถึงเราต้องบอกลา ยังคงยิ้มทั้งน้ำตา
พรุ่งนี้ถึงแม้ไม่มีเรา
อย่างน้อยยังมีวันเก่า ๆ
ถึงเราต้องบอกลา ฉันจะยิ้มทั้งน้ำตา"
รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone),"โทษทีช่วงนี้ ไม่ค่อยมีเวลาให้คำว่าเหงา
คำว่าว่างเปล่า ก็ไม่รู้สะกดยังไง
บังเอิญช่วงนี้ มีบางคนให้ต้องคิดถึงไง
ก็โปรดเข้าใจ คนมีความรักก็เป็นอย่างงี้แค่บ่นคิดถึงก็ต้องมาเลยเหรอ
แค่ชอบอะไรก็หาให้เลยเหรอ
เกิดมาฉันก็ยังไม่เคยเจอ
คนที่รักฉันได้มากเท่าเธอขอบคุณที่เธอจับมือกับฉัน
ทำให้ทุกวันมันมากกว่าฝันฉันเป็นของเธอและเธอก็เป็นของฉันถ้ารู้อย่างนี้ น่าจะรักกันมาตั้งนาน
นี่แหละคืออะไรที่ฉันต้องการ ต้องการ
ได้มีเธอนั้นใกล้ๆเพิ่งรู้วันนี้ วันที่มีเธอในหัวใจ
การมีใครให้เราได้รักมันดีเท่าไรรู้งี้เป็นแฟนกันตั้งนานแล้วคนที่อินด้วยกันทั้งเสียใจและดีใจคือเรื่องเล็กๆที่ไม่เคยธรรมดา
คือคนธรรมดาที่ห่วงกันทุกเวลาเหนื่อยแค่ไหนก็หายแค่มีคนหนึ่งให้ซบไหล่เพิ่งจะรู้ดีแค่ไหนในทุกเช้าและตอนฝันร้าย มีสักคนหนึ่งให้ตื่นมาเจอ
หากโลกนี้ เป็นอย่างไร ก็จะทิ้งมันเอาไว้ แค่ได้เผลอหลับในอ้อมแขนเธอถ้ารู้อย่างนี้ น่าจะรักกันมาตั้งนาน
นี่แหละคืออะไรที่ฉันต้องการ ต้องการ
ได้มีเธอนั้นใกล้ๆ"
